,DA,N,NFE,NP,PA,PR,coding,crossover,crowding_factor,crowding_selection,dimensions,distance_measure,function_name,method,mutation,p_c,p_m,run_number,run_time,subpopulation_size
80,0.0030642123979793545,500.0,1498.0,11.0,0.002630702432747989,2.2,bin,1,4.0,75.0,1.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,8.0,12.232800006866455,5.0
81,0.0030642123979793545,500.0,18.0,79.0,0.002630702432747989,15.8,bin,1,4.0,75.0,1.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,9.0,0.6317551136016846,5.0
82,1.3266947185537374,500.0,2298.0,2.0,1.323245619644877,2.0,bin,1,4.0,75.0,1.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,0.0,18.256935119628906,5.0
83,1.3021507529737426,500.0,1768.0,4.0,1.1562626499903939,4.0,bin,1,4.0,75.0,1.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,1.0,14.050803422927856,5.0
84,1.8909443493320572,500.0,2276.0,3.0,1.2114247176037487,3.0,bin,1,4.0,75.0,1.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,2.0,18.1722309589386,5.0
85,1.3021507530666092,500.0,1732.0,5.0,1.156262650039868,5.0,bin,1,4.0,75.0,1.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,3.0,13.869271278381348,5.0
86,1.9829275909308537,500.0,2012.0,1.0,1.4815810865729109,1.0,bin,1,4.0,75.0,1.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,4.0,16.362744569778442,5.0
87,1.3328580856228414,500.0,2216.0,2.0,1.3204068240480402,2.0,bin,1,4.0,75.0,1.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,5.0,17.699915409088135,5.0
88,0.925129845432712,500.0,2436.0,4.0,0.7922191482980017,4.0,bin,1,4.0,75.0,1.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,6.0,19.543264865875244,5.0
89,1.9829277995438541,500.0,2058.0,1.0,1.4815811977930284,1.0,bin,1,4.0,75.0,1.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,7.0,16.460421323776245,5.0
90,1.3327407862171792,500.0,2172.0,2.0,1.3203240766710445,2.0,bin,1,4.0,75.0,1.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,8.0,17.424721240997314,5.0
91,1.9828667941899247,500.0,2278.0,1.0,1.4815432072963461,1.0,bin,1,4.0,75.0,1.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,9.0,18.10632014274597,5.0
92,0.8963694615905775,500.0,4196.0,3.0,1.6417392830690376,0.6,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.2,0.1,0.0,36.76829981803894,5.0
93,0.7990345132118537,500.0,3350.0,3.0,0.0018934947544884118,0.6,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.2,0.1,1.0,29.62335705757141,5.0
94,0.49725748200709885,500.0,3882.0,5.0,1.637019154352836,1.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.2,0.1,2.0,33.6332631111145,5.0
95,0.5308850236795352,500.0,3402.0,5.0,2.50275505443743,1.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.2,0.1,3.0,29.750563859939575,5.0
96,0.6525988086049365,500.0,4288.0,5.0,0.8966173650994664,1.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.2,0.1,4.0,37.4151668548584,5.0
97,0.20113208508855698,500.0,2636.0,4.0,0.000828048831411965,0.8,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.2,0.1,5.0,23.39849090576172,5.0
98,0.3009096067839656,500.0,4110.0,6.0,2.9778024491240647,1.2,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.2,0.1,6.0,36.33164834976196,5.0
99,0.9939534888789482,500.0,3590.0,4.0,2.9675844383028833,0.8,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.2,0.1,7.0,31.444218158721924,5.0
100,0.20086731925783688,500.0,2550.0,5.0,0.0006191544061402432,1.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.2,0.1,8.0,22.506739616394043,5.0
101,0.40051965595547157,500.0,2302.0,4.0,0.0007849921912633784,0.8,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.2,0.1,9.0,20.24154543876648,5.0
102,0.8823345653899389,500.0,4602.0,5.0,1.4676824807304332,5.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.2,0.1,0.0,40.519530296325684,5.0
103,0.7770436760459997,500.0,2808.0,5.0,1.5432519157038704,5.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.2,0.1,1.0,24.777022123336792,5.0
104,0.7356686335627974,500.0,3734.0,4.0,0.8474506280204473,4.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.2,0.1,2.0,32.71553373336792,5.0
105,0.6953136840317726,500.0,2086.0,6.0,0.641903573829183,6.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.2,0.1,3.0,18.209590435028076,5.0
106,0.7008617992403683,500.0,2662.0,4.0,0.7068416953137788,4.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.2,0.1,4.0,23.262859582901,5.0
107,0.9212060262537292,500.0,5354.0,4.0,1.4705323322167496,4.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.2,0.1,5.0,46.57800626754761,5.0
108,0.7094010817422962,500.0,3170.0,7.0,0.7650612585425006,7.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.2,0.1,6.0,27.985006093978882,5.0
109,0.7131816174461969,500.0,4524.0,5.0,0.8443814554038972,5.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.2,0.1,7.0,39.546693086624146,5.0
110,0.8147303123352901,500.0,4132.0,3.0,0.6501189066115285,3.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.2,0.1,8.0,35.944167137145996,5.0
111,0.7053506192202835,500.0,4502.0,5.0,0.7068033324670024,5.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.2,0.1,9.0,38.6547474861145,5.0
112,0.008206707980967981,500.0,1338.0,14.0,0.014393513213565745,2.8,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.2,0.1,0.0,10.534487247467041,5.0
113,0.007968635120467943,500.0,1416.0,10.0,0.014271688878018662,2.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.2,0.1,1.0,11.179853916168213,5.0
