,N,NFE,NP,PA,PR,coding,crossover,crowding_factor,crowding_selection,dimensions,distance_measure,function_name,method,mutation,p_c,p_m,run_number,run_time,subpopulation_size,DA
191,500.0,3358.0,161.0,1588.744707912605,0.05152,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,3.0,97.37999892234802,5.0,824.7822709192916
192,500.0,2250.0,197.0,1633.9390457025459,0.06304,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,4.0,88.69237756729126,5.0,799.3523129862983
193,500.0,2900.0,177.0,1594.5182640120513,0.05664,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,5.0,98.09218955039978,5.0,820.9582820044388
194,500.0,2858.0,180.0,1613.9278964147227,0.0576,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,6.0,90.07305002212524,5.0,807.2323823407403
195,500.0,2152.0,190.0,1624.997377656267,0.0608,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,7.0,87.06421303749084,5.0,802.4436249463437
196,500.0,254.0,364.0,1907.2997539766766,0.11648,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,8.0,75.02622961997986,5.0,698.4869820526658
197,500.0,2722.0,172.0,1610.2495098883974,0.05504,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,9.0,95.04963779449463,5.0,816.4435939769762
198,500.0,2000.0,60.0,3998.6760810134433,60.0,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,0.0,86.67023229598999,5.0,1098.9322399055375
199,500.0,2922.0,60.0,4029.689244118752,60.0,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,1.0,93.93855571746826,5.0,1092.3660278258826
200,500.0,2836.0,60.0,3995.3318012445184,60.0,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,2.0,92.38508653640747,5.0,1098.754938650915
201,500.0,2150.0,63.0,4040.0633545701207,63.0,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,3.0,90.09974002838135,5.0,1089.8809226135209
202,500.0,2214.0,67.0,4036.4730055405057,67.0,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,4.0,101.23441219329834,5.0,1089.6469142723724
203,500.0,2786.0,60.0,3996.7717517826027,60.0,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,5.0,108.13101005554199,5.0,1099.2728891755469
204,500.0,2200.0,63.0,4056.530503320251,63.0,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,6.0,108.19709753990173,5.0,1083.1166146773523
205,500.0,2508.0,57.0,3962.14839649982,57.0,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,7.0,104.60661268234253,5.0,1105.0647729881987
206,500.0,2498.0,60.0,4026.778621976011,60.0,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,8.0,100.58211970329285,5.0,1084.0943644010542
207,500.0,2886.0,65.0,3999.4168438665383,65.0,bin,1,3.0,75.0,5.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.1,0.1,9.0,104.41642022132874,5.0,1099.1708564429584
208,500.0,2522.0,38.0,1230.0111298862305,0.01216,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.1,0.1,0.0,101.31050133705139,5.0,1153.7590935491253
209,500.0,3356.0,30.0,1208.4831938988646,0.0096,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.1,0.1,1.0,119.6613941192627,5.0,1227.0477608811552
210,500.0,2298.0,40.0,1211.9436014220173,0.0128,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.1,0.1,2.0,105.07019877433777,5.0,1146.773035330122
211,500.0,2682.0,37.0,1190.5931364884548,0.01184,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.1,0.1,3.0,112.82727718353271,5.0,1163.590010697506
212,500.0,3426.0,32.0,1212.7734912393576,0.01024,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.1,0.1,4.0,118.84309124946594,5.0,1207.2789504799002
213,500.0,2086.0,42.0,1247.4294009871944,0.01344,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.1,0.1,5.0,101.084237575531,5.0,1132.337362610455
214,500.0,4402.0,32.0,1148.7018945175714,0.01024,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.1,0.1,6.0,132.7722294330597,5.0,1232.9680759505275
215,500.0,3062.0,37.0,1182.002213282591,0.01184,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.1,0.1,7.0,116.35883831977844,5.0,1227.5926544152858
216,500.0,4634.0,32.0,1187.099422721735,0.01024,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.1,0.1,8.0,138.99432110786438,5.0,1234.2999235690847
217,500.0,1972.0,52.0,1252.8889142312069,0.01664,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,worst_among_most_similar,1-point,0.1,0.1,9.0,103.86290240287781,5.0,1125.8086431453874
218,500.0,2526.0,36.0,3662.3048667218854,36.0,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.1,0.1,0.0,99.18923044204712,5.0,1346.2290451839644
219,500.0,2514.0,37.0,3641.6981560037634,37.0,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.1,0.1,1.0,102.35543608665466,5.0,1383.781630152453
220,500.0,2128.0,41.0,3680.5583319182397,41.0,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.1,0.1,2.0,90.77153015136719,5.0,1285.339841990093
221,500.0,2154.0,40.0,3681.6144232783895,40.0,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.1,0.1,3.0,94.35349607467651,5.0,1272.9311074028917
222,500.0,2088.0,35.0,3546.204338345549,35.0,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.1,0.1,4.0,87.90564060211182,5.0,1343.1026343127014
223,500.0,4866.0,34.0,3240.1877048462015,34.0,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.1,0.1,5.0,114.24199199676514,5.0,1388.905343261507
224,500.0,2710.0,38.0,3617.9632330666764,38.0,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.1,0.1,6.0,93.79992127418518,5.0,1312.9471906131855
225,500.0,3026.0,35.0,3679.09925971449,35.0,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.1,0.1,7.0,99.03429532051086,5.0,1306.8997262170653
226,500.0,3412.0,32.0,3363.234059499842,32.0,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.1,0.1,8.0,103.53830409049988,5.0,1433.667992046234
227,500.0,2230.0,36.0,3614.3408825813162,36.0,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb4,worst_among_most_similar,1-point,0.1,0.1,9.0,88.81120109558105,5.0,1313.4715194501384
228,500.0,2372.0,177.0,1579.9588028452022,0.05664,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,0.0,90.2973096370697,5.0,806.4460671173723
229,500.0,2286.0,187.0,1573.270263067896,0.05984,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,1.0,89.33193802833557,5.0,802.4016070463429
230,500.0,1884.0,183.0,1573.188630998648,0.05856,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,2.0,84.95387506484985,5.0,804.8443909903511
231,500.0,1784.0,192.0,1599.2384125117833,0.06144,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,3.0,83.6489896774292,5.0,792.6607958413243
232,500.0,3734.0,154.0,1563.3877999633423,0.04928,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,4.0,102.66672277450562,5.0,815.3210542743581
233,500.0,2472.0,165.0,1546.5537095852196,0.0528,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,5.0,87.64888095855713,5.0,815.1821321058558
234,500.0,1818.0,184.0,1578.0938242981981,0.05888,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,6.0,84.72206974029541,5.0,796.3427880399092
235,500.0,2258.0,177.0,1580.8241861537065,0.05664,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,7.0,90.58238506317139,5.0,798.5623106011184
236,500.0,2072.0,181.0,1580.1938719685133,0.05792,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,8.0,83.89497423171997,5.0,796.4671642961722
237,500.0,1578.0,195.0,1596.533980614379,0.0624,bin,1,4.0,75.0,5.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.1,0.1,9.0,81.00585699081421,5.0,788.5147992791481
